Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,246,Finland,FIN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,3457750,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,246,Finland,FIN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,40891494,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,251,France,FRA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,77802075,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,251,France,FRA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,56051537,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,266,Gabon,GAB,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,31676,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,266,Gabon,GAB,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,102459,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,268,Georgia,GEO,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,16475,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,270,Gambia,GMB,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1611,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,275,State of Palestine,PSE,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,16381,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,276,Germany,DEU,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,70023477,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,276,Germany,DEU,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,94628579,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,288,Ghana,GHA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,70338,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,288,Ghana,GHA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1403052,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,292,Gibraltar,GIB,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,65059,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,300,Greece,GRC,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,12305110,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,300,Greece,GRC,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2105543,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,308,Grenada,GRD,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,58691,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,320,Guatemala,GTM,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,9297,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,324,Guinea,GIN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,4486,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,328,Guyana,GUY,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,7043,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,332,Haiti,HTI,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,155502,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,340,Honduras,HND,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1224367,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,344,"China, Hong Kong SAR",HKG,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1357362,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,344,"China, Hong Kong SAR",HKG,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2148210,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,348,Hungary,HUN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1582358,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,348,Hungary,HUN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1607168,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,352,Iceland,ISL,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,293424,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,352,Iceland,ISL,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1287404,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,360,Indonesia,IDN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,254496,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,360,Indonesia,IDN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,5004278,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,364,Iran,IRN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,54604,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,364,Iran,IRN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1900135,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,368,Iraq,IRQ,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2955,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,368,Iraq,IRQ,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,21982,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,372,Ireland,IRL,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,75907381,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,372,Ireland,IRL,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,71216148,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,376,Israel,ISR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,6507735,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,376,Israel,ISR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,9006669,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,381,Italy,ITA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,26578114,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,381,Italy,ITA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,25044374,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,384,Côte d'Ivoire,CIV,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,8163,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,384,Côte d'Ivoire,CIV,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2288600,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,388,Jamaica,JAM,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,124763,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,392,Japan,JPN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,3139438,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,392,Japan,JPN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,3816997,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,398,Kazakhstan,KAZ,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,19590,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,398,Kazakhstan,KAZ,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,16896,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,400,Jordan,JOR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,51051,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,400,Jordan,JOR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,443920,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,404,Kenya,KEN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,5049,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,404,Kenya,KEN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,425438,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,408,Dem. People's Rep. of Korea,PRK,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1585,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,410,Rep. of Korea,KOR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,327065,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,410,Rep. of Korea,KOR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,3722847,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,414,Kuwait,KWT,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,577058,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,422,Lebanon,LBN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,410124,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,428,Latvia,LVA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,41748,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,428,Latvia,LVA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,49968,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,430,Liberia,LBR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2072,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,430,Liberia,LBR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,4323,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,434,Libya,LBY,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,34352,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,440,Lithuania,LTU,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1653720,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,440,Lithuania,LTU,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,88965,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,442,Luxembourg,LUX,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,4144879,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,442,Luxembourg,LUX,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,14867,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,450,Madagascar,MDG,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2617,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,454,Malawi,MWI,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,101499,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,458,Malaysia,MYS,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,175046,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,458,Malaysia,MYS,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,4017678,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,462,Maldives,MDV,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1496,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,466,Mali,MLI,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,15693,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,470,Malta,MLT,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,67,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,470,Malta,MLT,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,338376,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,480,Mauritius,MUS,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,27980,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,484,Mexico,MEX,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,8632105,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,484,Mexico,MEX,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,812008,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,490,"Other Asia, nes",,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,126373,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,490,"Other Asia, nes",,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2030565,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,498,Rep. of Moldova,MDA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,46490,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,504,Morocco,MAR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,8383707,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,504,Morocco,MAR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,4391875,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,512,Oman,OMN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,5610304,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,512,Oman,OMN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2693176,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,516,Namibia,NAM,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,140841,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,528,Netherlands,NLD,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,30870549,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,528,Netherlands,NLD,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,35381687,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,554,New Zealand,NZL,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,522306,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,554,New Zealand,NZL,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,549861,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,558,Nicaragua,NIC,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,3652,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,562,Niger,NER,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,3399,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,562,Niger,NER,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,25187,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,566,Nigeria,NGA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1850752,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,579,Norway,NOR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,53835917,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,579,Norway,NOR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,18564154,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,586,Pakistan,PAK,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1493957,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,586,Pakistan,PAK,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,958115,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,591,Panama,PAN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,13634,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,591,Panama,PAN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,108242,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,604,Peru,PER,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,135148,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,604,Peru,PER,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2492508,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,608,Philippines,PHL,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,273198,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,608,Philippines,PHL,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1340171,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,616,Poland,POL,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,3508346,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,616,Poland,POL,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,15612814,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,620,Portugal,PRT,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,3985423,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,620,Portugal,PRT,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,12983969,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,634,Qatar,QAT,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2427,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,634,Qatar,QAT,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,604200,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,642,Romania,ROU,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,7709,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,642,Romania,ROU,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1678487,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,643,Russian Federation,RUS,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,5604,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,643,Russian Federation,RUS,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,7831701,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,646,Rwanda,RWA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,21053,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,654,Saint Helena,SHN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,550641,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,662,Saint Lucia,LCA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,3036,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,670,Saint Vincent and the Grenadines,VCT,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,49543,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,682,Saudi Arabia,SAU,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,656363,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,682,Saudi Arabia,SAU,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,9695559,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,686,Senegal,SEN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,7357924,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,686,Senegal,SEN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,67411,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,688,Serbia,SRB,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,9021,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,688,Serbia,SRB,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,663230,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,690,Seychelles,SYC,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,8330,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,694,Sierra Leone,SLE,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,43025,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,699,India,IND,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,94087430,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,699,India,IND,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,9013215,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,702,Singapore,SGP,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,139612,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,702,Singapore,SGP,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,10308994,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,703,Slovakia,SVK,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,242915,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,703,Slovakia,SVK,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,243698,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,704,Viet Nam,VNM,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,722468,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,704,Viet Nam,VNM,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2148856,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,705,Slovenia,SVN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,44,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,705,Slovenia,SVN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,851375,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,710,South Africa,ZAF,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,3397750,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,710,South Africa,ZAF,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,5600368,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,716,Zimbabwe,ZWE,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,24673,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,716,Zimbabwe,ZWE,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,13937,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,724,Spain,ESP,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,88931768,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,724,Spain,ESP,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,22281607,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,729,Sudan,SDN,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,888113,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,748,Swaziland,SWZ,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,3388,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,752,Sweden,SWE,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,2246810,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,752,Sweden,SWE,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,41441812,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,757,Switzerland,CHE,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,97273,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,757,Switzerland,CHE,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1783428,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,760,Syria,SYR,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,93723,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,764,Thailand,THA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,20581,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,764,Thailand,THA,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,9382540,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,768,Togo,TGO,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,21592,0
H4,2012,2012,2012,2,0,1,Import,826,United Kingdom,GBR,780,Trinidad and Tobago,TTO,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,1596,0
H4,2012,2012,2012,2,0,2,Export,826,United Kingdom,GBR,780,Trinidad and Tobago,TTO,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1,No Quantity,,,228352,0
